word1	word2	mean(remove_extreme_annotator)
辛抱できない	早くしてほしい	7.2
凄い	素晴らしい	5
凄い	すごい	10
凄まじい	強すぎる	6.2
凄まじい	激しい	6
凄まじかった	激しかった	7.4
凄まじかった	すごかった	8.8
正しい	良い	6.2
正しい	願わしい	4.2
正しい	より良い	5.2
清々しい	心地良い	6.2
清々しい	気持ちよい	7.4
清々しい	気持ち良い	8.2
清々しい	快い	8.2
清々しい	清い	8
脆く	もろく	9.8
切ない	心憂い	6.8
切ない	苦しい	5
切ない	寂しい	6.4
切ない	つらい	4.8
切ない	悲しい	5.6
切ない	辛い	5.6
切なく	寂しく	5.4
切なく	辛く	5.2
切れ目なく	隙間なく	6.6
折悪しく	運悪く	7.6
浅い	少ない	4.2
素晴らしい	明るい	2.8
素晴らしい	すごく良い	7.8
素晴らしい	すごい	6.4
素晴らしい	よい	7.8
素晴らしい	良い	7.2
素晴らしい	すばらしい	10
素早い	早い	8
素早く	手際よく	6.8
素早く	速く	7.2
素早く	早く	8
早く	手際よく	6.2
騒々しい	激しい	5
騒々しい	すごい	3
騒々しい	うるさい	8.4
騒々しく	大きく	5.2
騒々しく	けたたましく	7.2
騒々しく	激しく	5.6
騒々しく	慌ただしく	5.2
騒々しく	騒がしく	9
騒々しく	うるさく	8.8
騒がしい	甲高い	4.6
騒がしい	騒々しい	8.6
騒がしい	うるさい	8.4
騒がしい	すごい	1.4
騒がしく	激しく	4.2
騒がしくなっている	波だっている	1.8
憎々しく	腹立たしく	7.6
憎々しく	苦々しく	6
憎々しくもあり	苦々しくもあり	5.2
憎々しげ	苛立たしげ	6
憎々しげ	憎らしげ	8.4
憎々しげ	いまいましげ	7.4
憎々しげに	腹立たしく	7.4
憎々しげに	憎々しく	8.4
憎たらしい	腹立たしい	8.2
憎らしげ	苛立たしげ	7
憎らしげ	いまいましげ	7.4
憎憎しく	腹立たしく	7.4
息苦しそうな	きつい	5.6
速く	早く	6.4
速く走る	爆走する	7.2
待ちこがれる	早く来てほしい	5.6
待ちわびる	早く見たい	6.4
待ち遠しい	早く見たい	7.2
待ち遠しい	早くしてほしい	7.2
待ち遠しい	早く来てほしい	8
待ち遠しい	早く来て欲しい	7.8
待ち遠しく	恋しく	6.2
待ち遠しく	早く来てほしく	7.4
待ち焦がれた	早く来てほしい	4.6
大きい	広い	7
大きくされた	広くされた	6.4
大きくなった	広がった	5.8
大きくなった	広くなった	6.2
嘆かわしい	恥ずかしい	6.2
弛ませた	緩くした	6.4
弛ませた	ゆるくした	6.4
恥ずかしかった	嘆かわしかった	4.4
恥ずかしかった	悲しい	2.8
恥ずかしく	虚しく	3.8
張り合いがなく	あっけなく	6.8
痛ましい	切ない	5.4
頭のいい	より良い	3
頭のいい	賢い	7.2
頭のいい	正しい	4.2
頭の悪い	馬鹿馬鹿しい	5
頭の良い	正しい	4.4
頭の良い	より良い	4.4
難しい	厳しい	6
馬鹿らしい	あほらしい	8.6
薄い	あまりない	3.2
煩く	けたたましく	6.4
煩く	激しく	5.6
煩く	甲高く	6.6
煩く	騒々しく	8
煩く	うるさく	9.2
煩わしい	難しい	3.6
煩わしい	気持ち悪い	2.6
煩わしい	面倒くさい	6.8
煩わしい	うっとうしい	8.8
煩わしく	うっとうしく	8.4
煩わしく	じゃまくさく	8.2
悲しい	嘆かわしい	6.6
悲しく	寂しく	6
悲しく	切なく	5.2
悲しく	辛く	5.2
悲しげ	切ない	5.6
美しく見える	美しい	7.6
美味しそう	香りよく	3.8
病んだ	弱くなった	5.6
貧しい	ない	5
貧しい	無い	4.6
不甲斐ない	情けない	7
不甲斐なく	みっともなく	7.6
不正の無い	厳しい	4.6
腹立たしい	悔しい	6.4
腹立たしかった	憎たらしかった	7.6
腹立たしく	苦々しく	5.6
腹立たしげ	憎々しげ	5.6
腹立たしげ	苛立たしげ	7.4
腹立たしげ	憎らしげ	7.2
腹立たしげ	いまいましげ	7.2
物凄い	すさまじい	7.8
物凄い	凄い	7
物凄い	激しい	5
物凄い	驚くほど激しい	7.2
物凄い	すごい	7.8
物凄い	ものすごい	10
物凄かった	激しかった	7.4
物凄かった	凄まじかった	8.6
物悲しい	辛い	6.4
物悲しい	やるせない	7.2
物悲しい	心憂い	6.6
物悲しい	つらい	6.4
物悲しい	悲しげ	7.6
物悲しい	切ない	6
物悲しい	心苦しい	5.8
物悲しく	切なく	6.8
紛らわしい	難しい	4
雰囲気が悪く	気まずく	7.4
雰囲気が悪く	気分悪く	5.6
雰囲気が悪く	居心地悪く	7.6
雰囲気が悪く	煙たく	4.4
崩れやすい	弱い	6.6
芳しい	香り高い	7
芳しい	好ましい	4.8
芳しい	良い	5.2
芳ばしい	いい	5.8
芳ばしい	美味しそうな	5.6
芳ばしい	美味しい	6.6
芳ばしい	香ばしい	8.6
芳ばしく	香ばしく	9.2
芳ばしく	香りよく	8.8
乏しい	細い	4.2
乏しい	薄い	4.6
乏しい	弱い	4.4
乏しい	あまりない	6.8
乏しい	浅い	5.4
乏しい	ない	4.8
乏しい	貧しい	7.4
乏しい	無い	5
乏しい	小さい	5
乏しき	貧しき	8.2
乏しく	少なく	6.2
望ましい	うれしい	4.2
望ましい	願わしい	7.6
望ましい	好ましい	7.2
望ましい	正しい	5
望ましい	よい	6.4
望ましい	ふさわしい	6.6
望ましい	良い	6.4
面倒くさい	わかりにくい	4.6
面倒くさい	細かい	4
面倒くさく	ややこしく	6.2
面白い	楽しい	6.8
面白い	興味深い	6
面白い	おかしい	7.6
面白おかしく	楽しく	7.6
面白おかしく	面白く	8.4
面白おかしく	おもしろおかしく	10
面白おかしくて	面白くて	8.6
面白く	楽しく	7
乱れる	激しくなる	5
良い	願わしい	5.6
良い	よい	10
力ない	小さい	4.2
力強い	強い	7.6
恋しい	切ない	5
恋しい	寂しくなる	3.8
和らげた	緩くした	5.6
侘しい	寂しい	7.4
侘しい	むなしい	7.4
侘しい	さびしい	6.6
細かく	詳しく	8.6
あっけなく	たやすく	7.2
いい加減だ	荒っぽい	5.2
いかつくする	厳しくする	5.6
うっとうしい	気持ち悪い	5.4
うっとうしく	わずらわしく	7.6
うるさい	激しい	5.4
うるさく	大きく	6
うれしい	好ましい	6
おいしく	香ばしく	5.6
おどろおどろしい	すさまじい	5.2
かっこわるかった	根性なしだった	5.8
かっこわるかった	いくじなかった	5.6
かなしい	寂しい	7.4
か細い	弱い	7.4
か細い	小さい	6.6
か細い	細い	8.8
か細い	細かい	5.4
か弱い	小さい	6.6
きつい	難しい	7.4
きめ細かく	詳しく	8.6
けたたましい	激しい	7.4
しけている	騒がしくなっている	4.8
すがすがしい	神々しい	4.6
すがすがしい	華々しい	4.6
すごい	激しい	7
すごい	うるさい	5
すさまじい	ひどい	6.2
すさまじい	恐ろしい	6.4
すさまじい	騒々しい	5
すさまじい	うるさい	5.6
すさまじい	強すぎる	6.2
すさまじい	激しい	7.6
すさまじい	騒がしい	6
すさまじい	強い	6.8
すさまじい	ものすごい	8.8
すさまじい	素晴らしい	4.8
すさまじい	どえらい	7.8
すさまじかった	早かった	3.4
つらく	悲しく	7.8
とてつもない	激しい	8.2
とてつもない	すごい	8
ひどい	凄い	7
ひどい	激しい	6.8
ひどい	すごい	7.2
ふさわしい	願わしい	7.4
ほしい	嬉しい	3.6
ほしい	うれしい	3.6
ほしかった	好ましい	5.6
みっともない	悲しい	5
めんどくさく	うっとうしく	8
ものすごい	ひどい	7
ものすごい	激しい	7.8
ものすごい	恐ろしい	6.6
ものすごい	騒々しい	6
ものすごい	どえらえい	8.2
ものすごい	うるさく	6
もろく	千切れやすく	7.2
もろくて	流れやすくて	5.8
やかましい	激しい	5.6
やかましく	大きく	5.4
可笑しげに	おもしろおかしく	9
華々しい	明るい	7.2
華々しい	すごい	6.8
華々しい	よい	6
華々しく	大きく	5.6
我慢できない	早く来てほしい	5.6
快かった	心地よかった	8.6
楽しい	興味深い	6
楽しみな	待ちきれない	8
楽しみな	早くしてほしい	6.8
楽にした	緩くした	8
危ない	荒い	5.8
喜ばしい	素晴らしい	6.8
喜ばしい	明るい	6.6
喜ばしい	ほしかった	5.8
嬉しい	明るい	7
気まずい	良くない	6.6
気まずく	よそよそしく	7
気まずくない	気詰まりしない	6.6
気持ちがいい	気持ちいい	9.2
気持ちよかった	気分よかった	8.6
居づらい	良くない	6.2
居づらそう	バツの悪そう	7.8
居心地がわるい	気不味い	8
居心地がわるい	苦しい	6
居辛そう	居心地の悪そう	9.2
虚しく	あっけなく	6.6
恐ろしい	激しい	5.4
恐ろしい	すごい	5.8
恐ろしくする	厳しくする	6.6
苦々しい	悔しい	6.6
苦々しい	腹立たしい	6.2
苦々しい	憎たらしい	5.8
空々しく	むなしく	5.6
軽い	少ない	6.8
隙間なく	数多く	6.2
肩身の狭い	堅苦しい	4.6
賢い	より良い	6
険しい	激しい	7
険しかった	厳しかった	8
険しかった	鋭かった	6
険しくする	恐ろしくする	5.8
険しくする	怖くする	5.6
厳しく	怖く	7.2
固く	強く	7
好ましい	願わしい	8.6
好ましい	嬉しい	6.8
好ましい	明るい	4.8
慌ただしく	激しく	5.4
甲高く	けたたましく	8.2
荒っぽい	丁寧ではない	8.2
荒れる	激しくなる	7.4
香ばしい	焼けた様な良い	7.2
香ばしい	よい香り	8.4
香ばしい	美味しい	6
香ばしい	いい	6
香ばしくて	香り高くて	8.4
困る	居辛い	6.2
細い	弱い	6.8
細い	小さい	6.2
細かい	小さい	7.2
細かい	細い	7
細かい	難しい	5.6
寂しい	悲しい	6
弱く	千切れやすく	5.6
弱く	崩れやすく	6
弱く	壊れやすく	6.6
弱弱しい	情けない	4.8
弱体化した	おかしくなった	3
暑苦しく	煩わしく	4.6
小さな	狭い	5.6
小高く	少し高く	8.6
心苦しい	悲しい	4.6
心苦しい	難しい	2.8
心地いい	心地良い	9.8
深く	強く	4
神々しい	すばらしい	6.6
神々しい	華々しい	5.4
神々しい	素晴らしい	6.6
辛かった	厳しかった	6.8
辛く	寂しく	4.6
凄い	激しい	7
凄まじい	強い	6
凄まじかった	早かった	3.2
清い	美しい	5.6
清い	澄み切って美しい	7.8
素晴らしい	嬉しい	4.8
早くしてほしい	我慢できない	4.6
早く来てほしい	辛抱できない	4.4
騒々しい	甲高い	5.2
騒々しい	凄い	2.6
息苦しい	狭苦しい	5.2
息苦しい	堅苦しい	5.8
待ちきれない	早く見たい	6.4
待ちきれない	早く来て欲しい	6.2
待ちこがれる	早く見たい	4.8
待ち望む	早く見たい	5
待ち望む	早く来て欲しい	6.2
嘆かわしい	情けない	7.2
調和する	美しく見える	5
痛ましい	悲しい	4.8
痛ましい	苦しい	5.2
低く	礼儀正しく	2.6
難しい	複雑である	6.4
難しそうな	厳しい	5.4
薄い	弱い	4.8
煩わしく	面倒くさく	7.6
微妙に高い	高い	5.2
美味しく	香ばしく	5.6
美味しそうな	いい	4.2
怖くする	厳しくする	3.8
物凄い	騒々しい	5.4
物凄い	すばらしい	5.8
物凄い	素晴らしい	5.8
物凄かった	早かった	3
物悲しい	苦しい	3.6
物悲しく	苦しく	3.6
芳しい	望ましい	3
芳しい	願わしい	3.4
芳しい	喜ばしい	4.4
芳しく	香り高く	7.2
芳しく	香り良く	7.4
乏しい	細かい	2.6
無い	少ない	5.4
面倒くさい	難しい	5
良くない	難しい	3.2
力強い	激しい	4
恋しく	早く来てほしく	4.6
儚く	あっけなく	7.8
word1	word2	mean(remove_extreme_annotator)
もちろん	勿論	10
とにかく	いかんせん	4.4
次々	順次	7.8
ほとんど	全体的に	6.6
全て	丸々	8
明らかに	さも	3
ありのまま	全て	4.4
確かに	当然	3.2
まったく	さも	3.2
わずかに	多少	5.6
かすかに	少々	6.4
ぐっと	一気に	5.6
そのまま	全て	4.6
どうにか	辛くも	6
現在は	現在	9.2
実に	まことに	7.4
とても	一段と	5.8
結構	なかなか	6.4
本当に	現に	6.2
絶対に	完全に	5.6
ちょっと	少し	7.8
きっぱり	断固	6
主に	専ら	4.6
かなり	まあまあ	2.2
実際に	事実	5.8
思い通り	いかんなく	4
すべて	丸々	7.6
そのままを	何もかも	5.4
概して	おしなべて	8.2
とうとう	もはや	3.6
全体的に	一般に	4.6
全て	丸ごと	8
主として	常に	3.4
たくさん	いっぱい	8.6
だいたい	多くが	6.2
ちょっと	結構	1.2
しょせん	結局	7.2
だいぶ	しっかりと	4
きっぱりと	断然として	7.4
ずらりと	多数	5.8
やや	わずかに	7
度々	結構	6.4
すべて	完全に	7.4
主に	ほとんどが	7.4
正に	正しく	6.8
ずっと	大幅に	4
少し	いくばくか	6.2
いかにも	やはり	4
丸ごと	ぜんぶ	8.2
いかにも	明らかに	7
やはり	あたかも	3.4
たまに	度々	3.4
いささか	結構	4
今現在	今では	8.4
全体的に	おおむね	7.8
ひたすら	偏に	7
もう	もはや	7.2
あまり	さほど	7
度々も	しばしばも	7.8
少々	結構	1.8
すでに	今や	6.6
専ら	ほとんど	3.4
やや	かすかに	6
もう	すでに	7.8
完全に	断固	2.2
今	本当に	0.2
いかにも	正しく	3
総じて	おおむね	7.2
本当に	現在	0.4
ぜんぶ	全部	10
絶対	頑として	5.2
びっしり	ぎっしりと	8.2
充分に	思う存分に	7.4
ほとんど	主に	6.4
びっしり	いっぱい	8.2
全て	総じて	7
色々と	度々	3.4
よく	常に	5.2
今では	今や	8.2
絶対	きっぱりと	3.8
少しばかり	なかなか	2
既に	よもや	2.4
全て	おしなべて	4
当然	確実に	4.2
ずっと	一段と	4.2
現在も	現に	7.4
一段と	一気に	6
専ら	ほとんどが	4
全部	そのままを	4.6
今	すでに	4
ほとんど	総じて	7.2
とても	ぐんと	4.2
ずらりと	盛大に	4
にっこり	ニンマリ	5.4
とっくに	もはや	5.6
何しろ	なんせ	8.4
今日では	今や	7.8
今	今も	7
どうにも	なんにも	4.6
専ら	ただただ	6
色々と	色々	8.8
全体的に	おしなべて	6
現在や	今や	8.6
いかにも	すっかり	3.8
すでに	今日では	2.4
少し	いささか	7
十分に	思いっきり	6.6
総合的に	基本的に	4.6
だいたい	全般的に	6
どうせ	しょせんは	7.4
今や	現在では	7.6
しっかり	完全に	7
絶対	きっぱり	5
今や	今は	7.2
そんなに	さほど	7.4
だいぶ	とても	7.2
こんがり	しっかり	3.4
たくさん	いっせいに	3.2
現在も	実際に	2.6
びっしり	窮屈そうに	5.6
ぜひとも	なんとか	6.4
しばしば	しょっちゅう	6.8
確かに	もちろん	5.8
基本的に	概して	5.6
現在では	昨今は	4.2
どうしても	何故だか	4.2
度々	頻繁に	8.4
たまに	まあまあ	5.8
ずらり	ぎゅうぎゅうと	3.4
にこやかに	にっこり	7.8
かなり	一段と	6.8
ぐんと	ずっと	5.2
ぜんぜん	そんなに	4.2
何もかも	丸ごと	7.4
実際に	実際	8.8
一段と	大幅に	7
頻繁に	しばしばも	7.2
もう	よもや	2.6
だいたい	全部	4.8
しょせん	どだい	7.4
とても	かなり	7.8
トータル的に	概ね	7.6
どだい	所詮	7.6
しっかりと	こんがりと	4.2
ほぼ	主として	6.6
今や	現在	7.4
そんなに	たいして	6.4
よろしく	ぜひとも	5
たくさん	十分に	7.4
総合的に	おしなべて	7.6
ちょっと	少々	7.8
何とも	どうしても	4.8
少し	わずかに	7.4
だいたい	全て	5.8
総合的に	概して	7.2
もう	とうとう	6.4
だいたい	概ね	7.8
ずらり	びっしり	5.6
今では	現在	7.6
どうにか	ようやく	6
何しろ	ともかく	5.6
結局	どだい	6.2
やっとこさ	ようやく	7.8
総じて	あらかた	5.8
頻繁に	時として	1.2
絶対に	当然	5.2
ぎっしり	ぎゅうぎゅうと	7.8
ぎっしり	ぎゅうぎゅうに	7.8
そんなに	さほどは	6
充分に	大胆に	3.6
今日では	もはや	4
ありのまま	丸々	5.4
ずらりと	荘厳に	3
しばしば	時折	5.4
きっぱりと	頑として	6.8
これぞ	正に	6.8
絶対	絶対に	8.8
本当に	完全に	5.2
これぞ	まさに	7
今現在	現在では	8.6
そんなに	大して	7
もう	今や	5
びっしり	大量に	7
現在	現在では	8.6
よく	時折	4.2
きっぱり	絶対に	5.8
多くが	総じて	6.8
今や	もはや	5.8
ひたすら	ただただ	7.6
そのまま	丸ごと	5.4
きっぱり	きっぱりと	8.8
総じて	おしなべて	7.6
総合的に	全体として	8
さらに	一段と	7.4
昨今や	現在や	4.8
たいして	さほどは	7.6
にこやかに	にんまり	5.2
きっぱりと	断固	7.2
何とか	ようやく	7.4
全体として	概して	7.6
当然	無論	7.8
今	実際	3.6
今では	今日では	7.2
どうにか	何とぞ	6.8
度々	しきりに	6.2
やや	多少	6.6
何かと	色々	5.6
にっこり	にこにこ	8.2
どうか	何とぞ	7.8
全体的に	全般的に	7.2
しばしば	まあまあ	6.2
今現在	今や	7.4
しっかり	絶対	5.6
ぐんと	大幅に	7
充分	思い切り	5.6
少々	いささか	6.4
あいにく	生憎	10
何とか	なんとか	10
どうか	何とか	7.2
断じて	毅然と	5.4
現在は	今日では	6.8
なんせ	いかんせん	5.8
絶対に	頑として	7.4
ぐんと	劇的に	7.2
たまに	時折	8
いかにも	さも	7.6
あたかも	まさしく	3.8
なんとも	どうにも	7
今は	もはや	5.6
たくさん	ぎっしりと	7
何しろ	いかんせん	6.8
順に	順次	8.2
少々	少しばかり	7.8
現に	実際	7.6
結局	所詮	7.4
今や	よもや	5.4
時々	度々	3.8
全体的に	概ね	7.2
いかにも	実に	4.2
ずらりと	いっぱい	5
全体として	おしなべて	7
勿論	確実に	5
しょせん	結局は	6.8
かなり	少々	0.8
何とか	辛くも	6.6
たくさん	度々も	6.6
きょうび	現在は	6.4
いまや	もはや	7.2
びっしり	細密に	6
少々	まあまあ	5.8
何かと	色々と	6.8
ぐっと	いっそう	4.6
実に	すっかり	3
まさに	事実	4.6
頑として	断じて	6.6
しっかり	必ず	6.4
しっかりと	いっそう	3.2
さほどは	さほど	8.6
総じて	概して	7.6
ぐっと	急に	4
色々と	しばしば	3.4
ずっと	劇的に	4
色々と	頻繁に	4.6
しょせん	しょせんは	8.8
何とも	何故だか	5.2
既に	もはや	7.2
断固	頑として	7.6
概ね	総じて	7.4
おおむね	全般的に	7.6
総じて	一般に	7.6
どうにか	なんとか	7.4
まさに	正しく	7.4
ぎりぎりで	辛うじて	7.4
いっせいに	大量に	5.4
全般的に	概して	7.4
ほぼ	だいたい	7.6
何かと	とかく	6.2
丸ごと	完全に	6
丸ごと	ありのままに	4.6
さも	まことに	3.8
だいたい	主に	7.2
まるで	いかにも	6.8
本当に	絶対に	5
全体的に	あらかた	7
とっくに	今や	4.4
順に	逐次	7.8
確実に	断固	5.6
少し	わずかばかり	7
びっしり	ぎっしり	7.6
多くが	全体的に	7.8
一斉に	荘厳に	1.6
十分に	思いっきりに	5.6
ぐんと	いっそう	4.6
今や	きょうび	6.8
まあまあ	少し	5.6
どうやら	なんせ	4.8
わずかに	いささか	6
時々	時おり	7.8
どうやら	何しろ	4
今では	きょうび	7
全部	丸ごと	9
やや	いささか	5.4
あらかた	トータル的に	6.6
もはや	すでに	8
ぜんぜん	たいして	5.8
特に	専ら	5.2
絶対	確実に	9
どうか	なんとか	7.2
度々も	頻繁に	6.8
よく	たびたび	7
すでに	既に	10
時々	常に	1.4
たくさん	大胆に	3.6
かなり	しっかりと	4
全て	そのままを	4.6
主として	専ら	8.2
たくさん	思う存分に	6
しっかりと	十分に	7.2
全般的に	全て	8.2
ぎっしり	ぎっしりと	9.8
必ず	頑として	4
一般的に	総じて	7.6
時々	頻繁に	1.2
特に	主に	5.6
わずかに	かすかに	8.4
きっぱり	頑として	8.2
もう	すっかり	6
全部	何もかも	8.8
何とぞ	なんとか	8.8
それほど	さほど	8.8
現在は	もはや	4.8
何もかも	ありのままに	5.4
そのままを	ありのままに	8.4
さほど	大して	8
まるで	あたかも	8
まさしく	さも	4.6
よく	たまに	1
まるで	さも	7.2
常に	度々	5.6
どうせ	結局	6.8
結局は	しょせんは	7.6
だいぶ	かなり	8.4
今では	既に	5.2
いかにも	あからさまに	5.6
少々	若干	8.6
いっぱいに	たくさん	8.8
大量に	細密に	2.2
充分に	精一杯	6.4
今では	いまや	8.4
どうせ	どだい	7.6
まさに	実際に	5.2
時々	しばしば	5
かなり	いささか	2.4
きっぱり	断じて	8.2
一段と	急に	5.8
総じて	トータル的に	9
どうにか	辛うじて	8.4
ぎりぎり	辛うじて	8.4
ぐんと	しっかりと	5.2
もはや	現在では	6
急に	ずっと	0
少し	多少	6.2
確実に	断然	6
まったく	どうにも	7
必ず	絶対に	9.2
次々	順に	7.4
よく	しょっちゅう	8.6
それほど	そんなには	8.6
結局は	所詮	8.2
常に	頻繁に	8
しばしば	度々	7.8
とても	しっかりと	6.6
すべて	丸ごと	9.2
今も	現に	6
絶対	断然	7.6
全体的に	全体として	9.2
あまり	そんなには	8
本当に	断固	5.4
すでに	実際	3.8
なんにも	何とも	6.8
大幅に	随分	7.6
しっかり	断然	6.2
本当に	しっかり	3.4
結局は	結果的に	8.2
十分に	充分に	9
ひたすら	専ら	5.8
ぎっしり	細密に	7.6
よく	時々	1.8
とても	いっそう	5.6
概ね	概して	8.4
少々	少し	9.2
もちろん	絶対に	7.2
何とか	ぎりぎり	7.2
何しろ	なにせ	9
全部	すべて	9.6
一段と	劇的に	6.8
どうか	どうにか	4.4
たくさん	多々	9
現に	事実上	7.2
まさに	正に	10
ぎっしり	いっぱい	9
ぐっと	一段と	7.4
度々	時として	4.2
概して	だいたい	8
時々	時として	8.8
すでに	すっかり	5.4
少々	いくばくか	7.2
かすかに	少しばかり	7.6
無論	当たり前に	7.4
とにかく	なにせ	7.8
常に	しばしば	3.2
すべて	ありのまま	6.8
すでに	現に	5.6
今では	もはや	7.2
頻繁に	時おり	1.4
やや	少し	7.2
度々	時折	6.2
順次	随時	5
頑として	確実に	5.2
まるで	いわば	6.4
さらに	大幅に	6.6
本当に	必ず	8
どうにも	どうしても	6.6
しばしば	しきりに	4.2
何しろ	どうにも	4.4
たくさん	大量に	9.2
いっぱいに	ずらりと	7.4
もう	いまや	8
何とも	なんとも	10
わずかに	若干	8.8
断じて	断然として	7.2
さらに	一層	8.6
まるで	あからさまに	6.4
そんなにも	さほど	8.2
常に	たびたび	4.8
基本的に	おしなべて	7.4
なんだか	どうにも	8
いっぱい	盛大に	8.2
すでに	実際に	3.6
何しろ	何せ	9
なんだか	どうしても	4.2
絶対に	断固	8
全部	総じて	8.6
全て	完全に	8.2
断固	毅然と	8.2
あまり	たいして	8.2
全体的に	全て	8.6
全部	丸々	9.4
たまに	頻繁に	1.8
主に	ただただ	2.8
とっくに	既に	9
ぐんと	一気に	8.6
たくさん	窮屈そうに	3
実際に	事実上	8.4
かなり	結構	8.6
ぐっと	ぐんと	8.2
しばしば	頻繁に	7.2
おおむね	概して	8.8
なんせ	とにかく	6.2
そのまま	全部	8.2
今も	現在も	9.6
よく	専ら	7
ぎっしり	たくさん	9
そんなには	たいして	8.2
かなり	ぐんと	8
にこやかに	にんまりと	7.2
にっこりと	にんまりと	7.4
そんなに	あまり	8.4
そのまま	すべて	7.4
さも	実に	5.2
よく	結構	8.8
だいぶ	一段と	7.8
特に	ひたすら	4.6
勿論	当たり前に	7.8
ずっと	随分	6.8
本当に	実際に	7.2
ぜんぜん	さほど	7.4
本当に	絶対	8.2
だいたい	総じて	8.4
全部	一般に	5.4
時おり	まあまあ	4.6
やっと	やっとこさ	9
しっかりと	一段と	6.2
昨今は	もはや	5
十分に	思う存分に	7.6
ほとんど	全般的に	7.8
なんせ	なにしろ	8.6
いっぱい	窮屈そうに	6.6
ぐんと	非常に	5.2
たくさん	ぎゅうぎゅうと	8
十分に	大胆に	3.2
すでに	今では	7.8
充分に	思いっきり	7.6
どうしても	いかにも	5
ほとんど	主として	6.8
きっぱり	確実に	5.4
かすかに	いささか	3.8
たくさん	ずらりと	7
いささか	若干	5.6
しっかり	絶対に	6.8
そのまま	丸々	9
多くが	全般的に	7.8
びっしり	たくさん	8.8
全て	概ね	7.8
全部	全体的に	8.6
いかにも	まさに	7.2
だいぶ	ぐんと	7
かすかに	多少	4.4
そんなに	そんなにも	7.6
思いっきりに	充分に	8.4
よく	しきりに	8.4
昨今や	今や	5.2
だいたい	専ら	6.8
かなり	非常に	8.2
いささか	いくばくか	6.8
今では	よもや	1.8
それほど	大して	8
頻繁に	結構	7.8
よろしく	何とぞ	5
全体的に	総合的に	8.4
しっかり	断固	7.6
時折	頻繁に	3
ぎゅうぎゅうと	びっしり	9
とっくに	今では	4.8
ぎっしり	大量に	8.4
よろしく	何とか	4.4
わずかに	少々	8.6
全部	全て	9.6
ずっと	いっそう	4.8
多々	いっせいに	4.6
ずらりと	ぎっしりと	8.2
そのままを	丸ごと	9.2
さながら	あたかも	7.6
実際に	現に	8.6
度々	かなり	5.2
順次	逐次	8.6
十分に	タップリと	9.2
たくさん	思い切り	7.6
少し	なかなか	3.2
一気に	ずっと	4
ぐっと	一層	7.6
辛うじて	辛くも	8.8
全部	ありのままに	7.6
かなり	急に	5.2
絶対	完全に	7.2
絶対に	断じて	8.4
常に	専ら	6.6
たいして	さほど	8.4
とても	非常に	8.4
全体的に	総じて	9
かなり	少しばかり	1
本当に	すでに	2.8
ほとんど	一般的に	6.4
少しばかり	いささか	7.4
たまに	時々	8.6
よく	しばしば	8.2
とにかく	何しろ	8
今も	すでに	6.8
一般に	概して	8.2
まさしく	まさに	9
今では	現在は	9.2
主に	ひたすら	5.6
いっせいに	盛大に	5.8
しょっちゅう	結構	7
今	実際に	3.2
まさしく	明らかに	7.2
きっぱり	断然	7.2
絶対に	断然	7.8
時々	しきりに	5.2
それほど	そんなに	8.8
断固	断然	8.4
現在	実際	4.6
総じて	全体として	9
しょせんは	結果的に	5.8
頻繁に	しきりに	8.2
いかにも	まったく	4.8
常に	しきりに	6.2
ぎっしりと	びっしりと	9
概ね	おしなべて	8.6
ほぼ	常に	5.6
いまや	よもや	3.6
今では	昨今は	4.8
ちょっと	いくばくか	7.4
ぐんと	一層	7.6
タップリと	思う存分に	8
たくさん	充分に	8.2
たくさん	盛大に	7.6
しっかりと	ずっと	3.2
よもや	もはや	4.8
無論	確実に	4
しっかり	きっぱり	6.6
ずらり	ぎっしり	7
結構	時おり	3.6
いっぱい	多数	8.4
しばしば	かなり	6.8
よろしく	どうか	5.2
何とぞ	何とか	7.6
どうせ	結局は	8.4
びっしり	ぎゅうぎゅうに	8.4
それほど	ぜんぜん	5.8
いっぱいに	ぎっしり	8.2
絶対に	勿論	5.6
概して	多くが	4.8
かなり	少し	0.2
とにかく	どうやら	1.6
しっかりと	タップリと	5
全体的に	基本的に	5.2
そんなに	そんなには	6.2
何かと	たびたび	5.6
何かと	頻繁に	5.4
もはや	すっかり	5.2
時々	まあまあ	5
あたかも	いわば	3.4
すっかり	さも	2.4
いかにも	あたかも	5.4
だいぶ	いっそう	4.4
もちろん	当たり前に	7.4
あらかた	概ね	8.8
なんとか	辛くも	6.6
思い切り	充分に	5
さも	あたかも	8.4
少々	なかなか	2
多々	いっぱい	7
結構	まあまあ	5.4
ずっと	ぐっと	3
頑として	断然として	6.6
何とか	やっとこさ	8.2
わずかに	少しばかり	8.6
びっしりと	たくさん	7
たいして	大して	9.8
いかにも	まさしく	8.2
こんがり	こんがりと	9.4
ずらりと	いっせいに	6.2
いささか	わずかばかり	7
何かと	度々	4.8
今や	昨今は	3.8
現在	現に	3.6
とにかく	どうにも	3.2
たくさん	思いっきり	4
やはり	まことに	4.6
ぎっしり	窮屈そうに	5.6
全部	完全に	7
今も	現在	6.2
色々と	たびたび	4.4
たびたび	頻繁に	8
にっこり	にんまり	7.8
にこにこ	にんまり	7.8
色々と	いろいろと	10
ぐんと	急に	7.4
きょうび	もはや	3.6
だいたい	一般に	6.8
今も	実際に	2.8
すでに	現在では	5.2
なんとか	辛うじて	8.4
